ID Vigilante,Horario preferencia 6 a.m - 2 p.m,Horario preferencia 2 p.m - 10 p.m,Horario preferencia 10 p.m - 6 a.m,Sitio Esperado,D. Sitio 1,D. Sitio 2,D. Sitio 3,D. Sitio 4,D. Sitio 5,D. Sitio 6,D. Sitio 7,D. Sitio 8,D. Sitio 9,D. Sitio 10,D. Sitio 11,D. Sitio 12,D. Sitio 13,D. Sitio 14,D. Sitio 15,D. Sitio 16,D. Sitio 17,D. Sitio 18,D. Sitio 19,D. Sitio 20,D. Sitio 21,D. Sitio 22,D. Sitio 23,D. Sitio 24,D. Sitio 25,D. Sitio 26,D. Sitio 27,D. Sitio 28,D. Sitio 29,D. Sitio 30,D. Sitio 31,D. Sitio 32,D. Sitio 33,D. Sitio 34,D. Sitio 35,D. Sitio 36,D. Sitio 37,D. Sitio 38,D. Sitio 39,D. Sitio 40,D. Sitio 41,D. Sitio 42,D. Sitio 43,D. Sitio 44,D. Sitio 45,D. Sitio 46,D. Sitio 47,D. Sitio 48,D. Sitio 49,D. Sitio 50,D. Sitio 51,D. Sitio 52,D. Sitio 53,D. Sitio 54,D. Sitio 55,D. Sitio 56,D. Sitio 57,D. Sitio 58,D. Sitio 59,D. Sitio 60,D. Sitio 61,D. Sitio 62,D. Sitio 63,D. Sitio 64,D. Sitio 65,D. Sitio 66,D. Sitio 67,D. Sitio 68,D. Sitio 69,D. Sitio 70,D. Sitio 71,D. Sitio 72,D. Sitio 73,D. Sitio 74,D. Sitio 75,D. Sitio 76,D. Sitio 77,D. Sitio 78,D. Sitio 79,D. Sitio 80,D. Sitio 81,D. Sitio 82,D. Sitio 83,D. Sitio 84,D. Sitio 85,D. Sitio 86,D. Sitio 87,D. Sitio 88,D. Sitio 89,D. Sitio 90,D. Sitio 91,D. Sitio 92,D. Sitio 93,D. Sitio 94,D. Sitio 95,D. Sitio 96,D. Sitio 97,D. Sitio 98,D. Sitio 99,D. Sitio 100,D. Sitio 101,D. Sitio 102,D. Sitio 103,D. Sitio 104,D. Sitio 105,D. Sitio 106,D. Sitio 107,D. Sitio 108,D. Sitio 109,D. Sitio 110,D. Sitio 111,D. Sitio 112,D. Sitio 113,D. Sitio 114,D. Sitio 115,D. Sitio 116,D. Sitio 117,D. Sitio 118,D. Sitio 119,D. Sitio 120,D. Sitio 121,D. Sitio 122,D. Sitio 123,D. Sitio 124,D. Sitio 125
94,3,1,1,3,33,21,92,88,17,41,20,28,59,28,68,54,68,32,9,14,12,57,52,5,12,36,86,31,51,42,30,32,53,45,24,46,65,38,47,95,49,68,52,8,70,90,30,12,70,59,64,81,96,8,78,15,72,14,38,85,39,10,33,57,89,57,16,17,12,3,90,1,71,43,17,0,55,93,86,15,85,61,16,90,22,25,100,87,100,60,5,8,94,28,84,51,19,24,76,28,97,44,42,5,16,41,91,33,94,82,15,62,68,65,83,51,67,15,10,1,51,38,49,85,90,56,47,1,77
95,3,1,0,2,80,60,37,19,35,64,94,42,64,26,80,85,57,83,45,54,96,39,21,16,8,95,100,75,2,76,86,21,70,70,27,9,60,11,77,23,88,64,13,97,30,66,52,85,61,61,4,29,99,1,8,45,45,30,59,76,34,39,71,84,27,57,33,16,68,89,29,28,31,33,77,100,55,84,80,22,98,33,22,39,41,45,91,90,33,35,0,99,50,55,85,6,62,63,67,69,57,85,45,2,20,60,29,47,21,23,50,69,19,29,34,61,3,85,57,73,51,94,29,94,67,23,97,41,57
96,1,1,0,2,90,17,4,18,31,56,41,79,45,64,41,9,32,60,64,3,42,24,70,76,68,44,22,19,38,79,18,93,90,0,50,80,72,27,18,22,14,50,75,18,46,9,61,12,48,68,32,54,39,64,49,46,89,25,86,22,2,97,9,56,73,1,89,85,7,44,59,21,28,47,71,26,53,53,32,27,93,55,98,61,34,56,87,7,8,95,20,54,41,35,94,57,88,73,48,8,18,15,38,88,45,65,20,29,9,84,37,34,22,15,100,82,96,60,83,99,20,31,46,87,24,65,55,44,30
97,0,2,3,0,29,54,23,94,74,37,29,1,78,62,99,51,98,11,73,24,22,24,90,61,96,30,22,89,64,33,85,6,74,90,76,46,18,25,78,83,14,75,53,30,25,81,76,26,70,81,39,58,80,92,68,5,88,85,30,63,75,74,29,64,14,82,83,35,26,57,57,73,29,45,54,34,44,62,52,39,46,11,27,27,93,47,5,32,14,50,43,56,15,63,10,83,62,89,69,40,82,82,12,0,34,27,92,96,0,56,59,65,58,88,52,77,71,16,14,13,12,10,97,55,17,22,68,18,19
98,1,1,1,2,73,36,98,20,46,1,50,24,23,84,12,42,75,46,47,83,16,6,69,61,67,0,44,90,53,52,91,78,7,25,68,90,6,47,70,54,90,34,11,94,16,11,35,36,47,98,47,78,98,2,5,25,61,19,73,66,71,21,63,64,82,25,4,68,40,50,44,84,37,56,67,100,46,49,88,12,81,39,51,32,24,73,41,70,73,29,26,43,41,10,74,81,70,66,9,93,23,28,53,74,19,3,62,56,73,37,43,33,26,23,71,46,99,7,36,71,66,69,14,68,87,76,25,26,49
99,2,0,0,0,33,12,40,0,26,20,89,61,86,18,64,4,6,11,86,29,96,90,59,2,45,45,8,29,43,47,92,97,71,23,67,77,16,57,27,54,21,24,28,98,12,17,70,35,6,2,60,22,26,8,92,44,35,15,40,5,98,58,85,99,13,24,65,56,69,94,27,82,94,23,28,30,16,24,26,85,44,42,0,71,57,2,21,8,45,5,12,13,50,75,22,95,81,41,54,61,34,95,29,5,60,7,87,31,7,55,20,8,74,95,58,89,41,2,64,91,68,14,82,15,75,80,33,42,16
100,1,3,1,1,52,49,83,5,47,97,9,96,74,42,24,60,27,71,72,13,78,75,86,62,35,23,3,49,31,25,78,45,48,57,26,58,75,22,92,42,28,64,69,44,90,35,51,39,12,52,57,63,32,56,67,18,7,38,29,23,99,99,82,64,52,76,13,3,45,24,10,10,34,84,42,15,60,84,8,20,84,45,64,70,13,56,96,32,81,100,2,34,82,52,14,94,24,60,16,48,11,45,41,57,0,54,95,86,62,76,65,26,40,86,77,94,80,36,48,70,0,35,56,36,100,67,97,92,87
101,2,1,2,2,88,74,10,12,14,27,81,76,27,17,40,7,48,31,86,75,1,48,78,73,71,98,51,21,16,19,5,12,83,95,99,65,18,89,65,58,87,34,20,42,100,41,25,42,88,65,13,5,50,65,62,83,14,88,9,7,31,73,1,40,26,23,78,64,51,33,92,29,69,23,64,10,42,13,65,65,42,5,29,9,52,98,49,83,16,63,89,69,49,91,84,74,11,69,8,68,25,50,76,90,44,95,58,99,72,3,76,57,83,51,38,97,84,95,56,27,98,78,49,1,63,11,4,1,75
102,3,1,0,0,55,10,47,54,62,1,100,40,93,21,88,34,79,38,5,21,13,20,37,7,25,61,80,76,20,36,80,11,69,37,46,99,69,78,7,40,78,78,10,56,30,22,93,30,36,84,4,86,86,35,30,96,25,4,86,76,45,48,34,72,78,53,87,58,28,48,20,50,41,33,27,58,63,51,78,88,41,54,75,99,41,62,99,60,75,59,30,70,17,46,63,62,61,28,16,90,79,66,56,6,34,0,13,71,99,4,21,70,42,80,32,63,83,42,60,41,88,9,88,36,61,22,21,13,90
103,0,1,0,3,48,43,99,59,84,68,15,61,98,72,66,75,14,71,36,54,98,31,100,24,24,5,69,83,9,92,91,16,34,12,95,64,3,94,34,51,37,61,44,66,43,30,14,89,100,61,61,65,89,45,82,41,2,84,3,36,70,64,8,91,65,87,0,86,46,70,42,59,95,84,10,37,34,30,12,11,31,5,17,89,89,75,63,11,87,35,64,19,65,74,28,58,62,49,49,15,35,8,1,75,100,22,85,70,71,59,7,97,39,82,78,98,40,74,11,64,51,44,70,32,23,56,39,100,57
104,0,1,0,3,54,78,90,26,27,35,85,98,2,58,83,64,46,10,92,38,32,12,81,73,22,43,97,84,56,19,66,87,2,54,11,2,21,70,90,44,37,9,44,89,70,100,66,47,11,17,29,65,1,55,100,48,10,3,74,86,42,82,57,64,99,93,46,52,39,26,4,96,5,27,39,76,20,72,63,56,45,98,86,19,44,45,17,71,53,32,45,81,56,73,41,98,87,58,97,43,39,77,2,30,0,87,8,30,85,45,4,17,80,53,19,69,32,88,83,5,4,70,38,31,67,9,100,88,57
105,2,1,2,1,71,23,42,27,98,36,90,27,22,95,57,42,51,65,42,92,59,15,84,52,13,88,80,64,19,35,96,53,23,16,89,1,54,58,15,58,44,12,8,83,52,6,65,26,27,5,92,1,97,2,51,34,19,5,8,39,72,33,37,96,55,83,42,100,33,79,35,5,97,97,73,32,96,81,26,54,11,23,55,54,4,79,92,61,54,70,68,13,72,38,76,30,1,20,66,71,77,48,56,76,59,83,86,0,28,22,38,78,62,83,19,70,64,61,34,38,69,56,73,16,45,64,83,87,31
106,3,3,1,0,68,45,59,70,82,66,59,44,6,88,62,27,51,18,8,88,57,87,15,16,29,77,1,34,90,14,90,81,2,11,62,26,61,7,43,72,93,39,83,13,40,17,70,68,89,9,8,66,55,52,6,71,17,27,55,67,29,43,23,77,87,94,63,2,11,12,24,42,13,55,62,26,72,62,51,38,54,10,54,54,76,100,52,59,15,39,13,87,83,75,61,49,27,38,37,56,50,33,97,70,43,36,51,77,2,14,74,1,70,87,95,24,1,23,64,5,7,43,33,100,18,10,96,90,83
107,0,0,1,1,70,23,72,93,60,74,39,96,3,52,14,52,20,80,39,34,67,70,72,84,98,45,79,30,83,1,37,84,91,17,94,59,60,71,61,60,78,57,99,21,84,35,40,63,74,29,30,82,7,47,59,93,11,31,48,89,83,17,35,55,27,15,79,80,54,86,29,15,32,27,57,77,14,19,33,82,42,94,16,36,19,85,67,53,59,27,56,83,94,55,81,55,57,58,91,24,34,76,14,77,35,100,71,13,10,63,90,83,69,76,15,50,13,80,56,35,42,95,32,86,29,79,61,66,97
108,1,2,1,3,51,13,47,95,28,77,10,20,96,45,67,50,3,47,14,13,74,47,39,87,7,30,89,62,7,59,48,74,34,91,52,87,16,61,19,78,21,90,9,68,13,48,1,29,43,40,4,91,19,62,26,51,98,25,30,18,99,31,92,7,81,15,82,87,34,52,83,80,75,88,91,92,39,81,10,97,30,100,48,20,77,5,90,52,21,27,76,11,76,12,10,63,35,20,33,1,93,42,19,90,24,10,90,4,21,81,52,93,42,86,82,92,79,100,9,38,49,52,54,60,62,86,23,72,70
109,2,3,1,2,97,74,45,49,28,93,32,15,90,76,32,51,82,84,4,29,44,54,74,45,9,5,70,28,58,100,4,42,72,51,94,56,70,60,61,78,34,22,38,58,5,95,35,79,85,18,44,40,69,1,99,23,89,74,88,12,64,19,33,64,64,35,80,95,82,63,45,85,13,22,75,54,82,19,34,23,94,10,55,41,27,29,99,59,63,42,84,96,39,27,70,46,10,60,59,20,50,17,25,100,34,72,4,42,97,65,61,6,3,11,26,2,33,33,98,5,22,43,90,5,78,82,92,89,3
110,2,3,2,2,8,45,30,86,45,22,20,75,23,56,77,84,98,41,52,12,50,90,43,21,5,97,44,9,31,67,80,1,53,94,75,91,12,76,8,26,54,13,27,52,28,7,34,18,31,38,59,60,75,55,53,43,98,38,74,22,11,66,73,86,75,36,45,5,36,34,34,42,61,69,47,51,100,43,19,19,27,90,39,15,69,95,20,12,70,90,64,72,96,11,90,34,94,20,16,30,98,64,9,52,84,44,79,36,6,79,78,74,59,6,85,73,37,47,43,94,83,51,55,53,2,44,60,46,15
111,2,3,0,2,73,41,32,4,63,58,67,76,79,90,30,11,67,76,3,4,20,47,88,64,87,75,8,12,10,76,7,48,70,36,32,81,75,46,71,3,32,17,51,85,52,6,30,23,9,60,44,29,13,52,98,3,38,18,3,70,50,30,18,64,96,21,87,39,91,77,10,39,68,68,58,18,55,36,0,48,72,79,33,4,74,11,61,78,79,71,2,90,14,65,22,71,52,10,100,97,74,45,53,27,95,56,56,86,0,13,18,55,87,70,11,38,28,76,36,50,19,6,21,82,58,42,100,7,38
112,3,0,1,0,9,45,76,18,24,45,87,85,86,90,16,75,12,30,86,22,56,42,51,98,90,48,62,94,61,64,87,78,0,67,69,23,43,30,69,26,61,65,47,51,1,62,17,32,16,97,24,65,22,48,99,42,67,33,2,75,29,94,27,49,47,50,71,84,20,4,46,59,90,53,8,78,70,94,5,81,49,14,65,66,75,6,66,41,5,41,41,7,41,4,83,86,4,70,4,32,71,99,39,93,85,66,25,98,63,50,15,25,95,10,32,12,37,9,67,69,48,52,94,47,33,93,77,0,37
113,2,3,2,3,30,58,86,77,83,41,37,56,90,34,63,7,72,81,18,30,57,84,68,65,83,89,65,22,46,21,35,82,45,34,95,53,3,59,51,87,77,61,71,95,84,84,33,88,32,86,73,67,6,47,28,77,87,45,28,83,15,100,95,30,25,65,6,11,8,18,84,51,71,36,62,8,26,93,71,4,59,19,8,47,59,85,73,41,80,16,38,0,11,66,84,59,22,56,81,14,68,97,66,4,5,61,54,88,3,64,42,91,20,72,10,82,40,78,58,69,63,21,10,76,83,77,44,55,66
114,1,0,2,1,95,25,52,1,66,82,10,22,80,17,90,17,33,58,39,74,67,37,22,28,9,53,12,18,52,24,75,45,2,10,9,43,58,76,65,47,92,89,18,49,93,51,70,8,63,31,31,59,42,15,9,94,22,23,22,26,32,100,89,17,92,70,75,14,76,32,71,37,86,38,61,72,80,50,87,19,76,42,98,70,50,73,97,96,97,67,66,79,17,97,74,5,70,42,97,12,99,27,99,69,91,50,48,6,5,5,79,43,68,44,7,6,7,39,26,19,53,8,12,90,46,10,34,15,95
115,0,3,1,2,11,79,58,0,71,52,96,82,11,69,97,100,22,38,91,4,80,7,38,49,24,59,4,85,48,26,3,55,12,63,58,85,43,3,34,29,66,39,16,82,42,24,8,7,94,44,18,94,82,66,59,97,62,4,79,3,25,4,100,25,7,21,19,32,12,71,67,31,46,100,54,91,1,44,16,15,78,55,68,20,66,3,7,36,2,2,61,31,91,24,77,89,5,28,10,43,65,85,47,11,9,55,82,0,52,5,100,76,10,76,95,10,71,62,9,65,34,29,70,81,35,65,4,24,91
116,1,3,2,3,10,7,93,58,52,22,32,6,17,87,66,91,12,3,83,77,81,7,46,66,84,28,94,43,33,45,65,84,56,18,78,19,50,19,16,36,3,13,53,90,95,52,19,29,80,18,0,41,100,24,5,33,85,93,36,80,76,68,88,83,38,48,42,52,55,62,11,64,13,79,45,62,15,99,61,89,75,46,89,67,13,95,4,15,65,59,73,99,78,34,21,40,31,9,21,71,29,65,55,75,41,86,63,57,37,79,47,39,25,22,97,6,53,8,79,11,97,75,42,85,82,49,0,8,98
117,2,2,1,1,79,10,99,17,77,74,37,31,30,89,42,65,40,2,15,72,33,89,97,67,59,56,59,65,77,59,42,55,45,75,50,52,54,52,14,60,7,22,63,93,7,25,62,90,48,39,10,83,12,25,24,66,0,61,13,27,8,61,9,83,61,45,25,3,25,33,12,93,14,10,4,30,18,64,51,87,84,67,4,56,76,15,38,84,91,92,19,45,51,1,42,79,6,65,26,100,77,18,17,6,82,84,95,85,1,49,6,99,54,30,46,4,24,88,82,11,56,63,0,75,79,83,42,89,50
118,3,2,2,2,94,92,59,32,89,24,66,32,10,97,33,65,46,11,56,69,52,65,48,54,6,18,100,27,38,75,87,25,33,60,100,86,36,72,71,19,77,51,98,33,96,2,63,88,0,80,46,74,98,24,29,11,67,9,42,45,45,11,74,36,76,11,85,38,52,58,68,87,26,9,61,10,15,54,0,76,4,95,23,49,19,67,11,63,88,55,89,40,46,24,63,3,4,30,73,36,89,18,37,52,4,30,77,76,23,60,80,43,62,70,78,34,14,2,17,83,48,90,76,3,64,64,63,91,61
119,2,2,2,3,49,5,45,62,17,17,79,80,35,26,11,98,94,1,19,56,33,74,67,75,0,39,88,89,85,29,40,70,15,87,16,60,100,34,91,34,65,50,56,88,2,63,47,89,44,16,48,27,22,62,70,49,57,10,79,96,0,12,63,53,87,15,36,66,21,2,15,65,38,26,71,16,9,54,2,6,91,56,4,35,40,49,45,69,37,81,88,9,92,41,29,52,63,56,44,0,54,53,6,30,39,42,98,35,90,62,47,68,43,87,20,12,65,8,14,42,91,49,20,95,51,43,5,32,19
120,0,3,2,0,3,93,80,78,60,79,83,96,91,2,34,21,3,3,26,58,24,88,45,60,61,40,15,89,2,44,84,89,98,88,94,97,68,81,1,28,72,39,43,99,74,84,39,17,55,36,15,38,16,8,83,81,26,35,37,50,8,31,65,39,44,84,74,79,4,59,1,7,71,80,43,77,38,80,29,72,67,22,51,71,79,1,99,58,4,64,33,38,0,93,48,48,74,80,3,64,41,72,19,34,33,61,95,47,36,94,89,35,75,25,1,70,56,2,4,70,86,17,96,99,3,58,74,85,91
121,0,0,0,1,26,3,32,50,96,39,56,99,87,81,71,40,58,38,35,92,94,91,8,49,65,90,1,79,21,31,93,67,25,19,66,74,33,60,52,89,43,48,48,14,89,14,68,48,49,78,65,58,9,41,75,97,43,87,70,56,77,64,35,38,35,24,69,5,64,0,42,34,26,51,46,53,61,8,59,60,15,54,90,55,30,97,78,47,79,96,40,64,79,17,95,63,89,34,79,53,79,13,19,92,82,84,1,2,20,57,12,98,76,53,73,84,55,61,25,44,39,73,49,46,38,64,28,18,70
122,0,0,0,3,48,55,3,32,69,7,20,39,39,84,62,80,37,92,83,72,84,67,98,6,90,31,67,28,4,3,28,62,75,10,94,8,12,47,60,79,57,35,47,37,22,8,92,52,12,5,2,16,62,40,41,39,40,62,91,5,81,7,3,82,58,61,26,96,73,40,66,60,36,13,96,31,82,46,92,74,98,68,66,12,11,74,8,22,57,90,94,70,12,42,70,11,16,21,18,99,62,76,64,31,73,88,25,40,62,49,23,77,1,50,65,11,25,77,51,38,96,45,70,13,85,42,22,91,4
123,2,2,1,1,26,7,38,87,42,93,54,39,93,24,40,2,4,99,33,36,32,41,53,31,21,77,28,68,29,98,85,35,56,33,52,33,45,1,75,98,53,76,36,41,60,88,99,87,8,24,82,41,82,17,87,42,19,39,69,69,72,9,58,72,4,31,68,61,13,25,35,83,34,82,91,98,90,92,19,63,94,53,12,3,50,56,90,66,61,91,86,99,95,39,46,41,64,56,52,64,66,57,19,74,2,41,30,52,42,58,17,84,38,63,47,45,49,35,19,5,14,47,72,2,97,92,70,16,23
124,2,0,3,0,37,44,100,17,53,74,26,100,34,77,23,93,53,26,59,54,28,70,55,26,17,51,51,61,76,84,33,53,89,88,95,97,96,40,4,31,57,53,21,4,57,34,82,48,31,58,88,24,90,98,58,67,50,20,25,66,92,31,91,83,59,32,79,31,38,3,59,87,16,32,87,12,31,33,21,20,56,81,5,71,43,82,35,24,52,31,79,49,92,92,90,29,29,25,20,12,67,26,3,70,2,17,25,30,21,73,91,97,26,80,59,27,100,58,23,26,63,83,84,11,94,72,21,62,85
125,2,0,1,2,3,28,69,90,88,93,61,56,96,18,9,7,34,1,20,97,59,76,56,55,77,2,51,68,63,59,98,82,3,74,45,47,0,15,89,25,51,72,4,46,88,70,73,18,57,80,47,70,95,74,80,37,75,82,35,67,90,58,33,20,94,65,77,31,38,4,38,38,54,90,94,43,59,29,22,98,41,63,13,56,77,2,16,39,47,78,22,89,10,40,100,4,22,44,15,0,77,70,31,51,77,38,16,2,22,77,59,18,15,25,48,88,88,22,72,82,1,99,19,99,13,96,80,46,2
126,2,1,1,2,77,3,64,71,33,30,15,97,0,58,86,33,3,94,3,50,27,33,58,50,2,57,82,42,29,29,99,9,46,57,70,91,53,63,77,31,97,81,83,66,70,98,56,100,93,92,86,49,50,56,14,14,2,39,99,52,14,19,20,45,35,12,35,1,90,41,39,10,22,93,95,10,27,73,52,12,28,99,13,38,46,92,86,81,77,97,54,39,85,82,5,97,37,91,46,75,38,60,40,71,54,46,72,95,1,5,100,83,92,51,63,51,66,44,74,56,82,42,95,88,7,98,65,68,51
127,3,2,3,0,91,38,51,52,9,24,33,1,25,75,18,19,81,18,62,81,98,60,54,50,34,52,63,71,13,33,91,44,24,94,39,67,60,7,41,7,51,31,38,64,15,53,32,4,99,23,5,44,97,5,88,57,27,83,34,77,78,30,77,65,100,62,7,56,97,57,1,96,19,43,81,10,76,39,46,43,40,12,24,71,74,8,3,48,55,68,15,64,30,68,51,75,82,27,8,21,22,24,49,46,27,80,28,97,70,85,35,17,54,27,21,100,95,23,73,53,2,42,9,14,56,11,34,17,99
128,1,0,3,3,95,12,59,5,43,32,59,15,1,33,40,99,60,59,46,23,12,82,11,51,20,71,99,56,64,51,5,19,29,34,91,83,48,95,100,38,93,60,55,31,11,15,62,37,53,99,66,64,19,35,41,93,25,77,48,11,61,71,14,86,22,26,4,66,59,69,83,40,36,64,58,95,38,76,93,30,40,41,13,70,71,18,2,98,72,66,47,20,100,50,31,92,87,10,67,13,46,76,99,26,4,52,31,55,73,11,85,83,73,22,30,10,30,21,97,17,2,20,42,37,84,7,71,77,26
129,3,2,3,0,83,87,5,0,17,91,49,65,74,87,73,50,81,23,84,15,8,98,30,43,7,68,57,79,16,21,77,73,5,95,74,22,69,76,85,36,67,30,5,18,33,5,47,94,69,67,57,64,88,75,15,81,2,49,95,96,24,85,3,11,23,92,36,39,12,14,59,87,12,17,31,70,20,9,28,85,53,82,82,48,71,1,1,24,95,51,58,50,7,92,54,96,18,59,35,64,14,64,24,30,25,56,90,50,93,91,97,42,19,48,25,62,75,90,10,94,47,92,24,69,40,15,39,78,1
130,0,2,1,3,59,49,31,52,47,37,80,16,78,65,9,23,14,6,78,79,54,24,41,75,43,87,81,33,44,26,28,29,58,26,74,51,6,90,4,12,97,30,51,97,18,3,79,54,90,25,93,11,63,65,96,7,49,20,87,4,86,83,87,33,94,57,93,88,1,80,98,26,75,58,23,73,20,68,99,36,14,76,45,98,19,52,54,94,76,16,93,45,9,34,65,28,55,16,48,34,67,83,60,1,86,24,78,26,4,29,27,94,82,4,87,42,94,15,39,83,88,67,31,84,81,74,33,97,69
131,1,1,0,1,25,19,96,26,13,79,86,9,96,80,99,36,99,7,77,95,93,69,88,88,99,6,50,14,44,10,85,78,45,71,7,71,26,78,38,56,80,5,13,92,25,84,16,19,20,45,6,23,55,72,86,17,100,3,87,19,85,62,43,16,27,67,73,23,12,56,92,79,48,4,12,79,30,89,72,47,66,63,43,39,39,37,84,45,39,3,70,1,22,18,67,23,82,48,32,23,80,21,38,58,90,14,12,90,73,60,79,64,14,99,5,27,19,95,41,47,66,52,93,23,97,58,55,95,75
132,3,0,1,0,84,65,96,63,10,95,61,95,87,88,4,64,97,49,54,96,2,69,40,89,94,94,86,44,52,41,78,95,76,97,44,4,96,27,97,16,82,42,96,73,78,74,35,93,79,65,31,98,21,49,63,89,68,0,51,70,74,64,51,76,71,41,37,77,85,60,32,11,74,99,31,40,16,96,99,70,77,49,98,29,73,49,16,57,78,66,19,14,55,41,91,60,50,64,11,22,74,72,32,77,57,54,28,29,13,97,80,43,35,82,71,49,90,44,88,12,4,62,23,11,25,45,85,64,73
133,2,0,3,3,34,36,45,62,68,6,80,39,63,99,52,88,52,43,35,16,62,46,21,7,60,22,61,79,13,24,91,12,2,95,40,13,69,93,73,95,3,17,82,43,19,96,6,93,98,34,29,24,11,49,49,54,23,92,96,37,97,13,78,7,40,97,0,23,9,9,19,25,29,29,2,87,17,54,93,85,71,60,35,42,64,77,1,23,25,10,34,32,73,66,0,73,4,37,21,75,21,36,37,38,35,75,13,64,24,86,50,35,10,56,12,60,4,54,0,40,28,82,40,43,51,46,39,2,88
134,3,1,2,2,50,31,66,100,73,61,80,13,21,87,24,89,20,33,77,94,47,55,85,29,6,95,13,95,10,57,6,26,9,98,81,89,85,82,3,14,65,76,38,70,2,35,14,29,100,27,11,48,6,74,3,26,12,17,27,78,19,82,78,17,22,94,25,61,77,99,81,34,39,17,28,28,82,78,44,49,96,50,72,91,33,61,43,85,91,76,45,0,8,74,15,88,16,0,35,55,48,30,97,93,81,28,11,81,80,29,79,61,31,18,100,61,16,47,61,30,45,61,54,89,37,43,54,99,79
135,1,2,0,3,85,94,47,36,2,99,46,49,24,23,34,67,33,75,68,8,2,60,95,70,37,23,8,57,100,27,80,60,82,42,59,12,76,9,50,53,54,4,92,56,95,52,21,3,50,20,67,17,62,24,37,62,100,25,63,65,73,40,26,12,46,70,4,85,95,74,23,0,37,78,59,90,2,18,15,61,39,29,20,99,34,6,9,53,6,27,89,34,12,50,32,30,95,12,64,59,62,12,46,13,98,52,19,27,1,56,55,82,12,39,25,2,99,40,5,10,52,61,12,92,39,20,23,45,73
136,0,2,1,3,1,3,78,65,33,2,63,81,93,80,33,23,45,37,24,35,54,33,37,100,86,63,79,2,81,19,94,75,5,45,36,34,62,42,23,14,50,50,86,12,78,14,93,10,33,21,72,37,67,70,27,61,76,80,75,63,68,58,29,93,49,19,74,100,2,4,44,29,44,23,57,12,92,98,80,83,79,5,30,53,17,86,33,0,12,82,94,66,20,56,27,78,86,45,29,68,100,64,47,100,71,2,53,62,31,64,66,37,46,99,97,58,0,44,49,52,8,47,22,59,59,7,50,95,97
137,3,0,2,2,87,79,64,58,63,10,32,42,58,79,30,84,86,96,29,90,23,1,100,92,57,31,48,11,16,67,37,39,53,62,10,11,60,25,91,57,55,82,86,24,47,89,83,23,55,57,31,22,1,5,92,55,17,18,78,12,17,72,33,84,36,45,83,17,26,48,64,7,14,33,94,60,89,48,54,50,17,57,29,67,9,73,79,9,92,59,29,71,15,74,24,21,74,6,0,58,3,34,59,59,28,24,2,97,10,30,83,84,72,6,89,78,60,43,88,39,81,75,21,58,47,46,20,60,56
138,2,2,2,1,55,70,94,15,10,53,65,40,42,11,51,29,66,68,81,55,61,17,94,57,32,33,69,3,69,99,55,66,48,96,31,14,29,54,14,0,38,37,28,31,84,29,55,25,56,16,17,80,33,83,6,8,43,20,83,97,79,88,12,81,31,100,96,38,10,65,2,79,50,79,30,57,24,87,81,51,78,15,8,55,41,65,29,70,35,25,87,67,9,22,72,35,14,87,55,24,59,70,89,14,62,41,48,100,6,47,68,95,78,11,56,55,59,55,69,11,10,8,65,89,57,100,55,24,18
139,2,2,2,2,94,36,81,98,38,64,0,8,58,93,40,7,19,5,6,83,19,30,62,8,4,57,60,33,81,100,18,74,37,36,82,7,70,76,20,78,60,87,22,21,63,53,15,83,59,26,40,43,73,98,56,98,51,97,93,1,5,70,48,26,94,66,98,17,95,56,32,86,32,30,100,17,64,62,94,37,97,94,69,94,18,34,14,96,79,64,84,51,4,83,46,2,84,74,18,28,1,80,4,15,52,17,23,61,76,72,4,73,19,95,84,72,75,8,5,86,64,76,35,34,45,48,12,78,15
140,1,2,0,1,90,47,14,2,91,23,1,59,11,14,76,3,44,49,73,39,78,52,6,26,94,37,64,45,28,23,10,45,100,83,64,22,14,74,37,80,24,19,34,22,61,38,58,0,28,78,70,26,21,70,17,72,83,48,32,61,97,25,28,15,61,75,39,1,57,62,30,66,59,76,75,51,47,63,75,12,18,52,61,54,65,66,68,7,51,37,70,63,80,31,39,33,71,42,44,64,53,31,26,61,29,32,55,29,5,87,13,44,12,3,98,22,62,23,75,66,3,27,73,71,62,26,88,12,64
141,0,0,3,1,93,85,74,40,67,67,4,74,32,42,6,60,80,30,27,83,9,75,40,26,10,100,67,56,1,10,61,57,82,9,20,18,42,41,57,87,71,58,44,31,59,7,90,19,74,73,21,60,33,39,77,18,17,21,66,71,41,49,73,93,32,74,20,4,51,64,76,14,100,52,76,10,34,53,83,70,12,69,30,55,67,8,41,59,12,9,35,35,11,25,69,67,77,71,27,30,62,60,41,21,87,43,63,95,65,45,17,21,3,84,28,0,5,100,87,95,19,99,69,14,84,88,35,31,98
142,3,1,3,0,37,72,2,75,73,60,7,25,53,62,38,65,15,42,4,69,40,81,43,56,87,74,72,32,31,54,41,50,70,10,19,24,8,20,81,4,68,27,85,82,25,62,46,38,100,47,72,47,81,11,89,20,3,94,13,9,21,90,26,93,94,83,39,7,72,37,73,44,77,28,79,30,46,68,71,89,84,5,58,75,76,23,17,66,47,93,89,82,13,29,88,75,68,0,38,22,92,5,17,17,53,91,33,42,1,77,47,75,24,46,82,93,14,6,71,90,50,94,88,52,21,59,79,80,70
